player,runs,mins,balls,fours,sixes,sr,batting,opposition,ground,date
SR Watson (AUSTRALIA),59,102,74,3,0,79.72,1,v West Indies,Melbourne,07/02/10
SE Marsh (AUSTRALIA),20,42,34,3,0,58.82,1,v West Indies,Melbourne,07/02/10
RT Ponting (AUSTRALIA),49,69,61,1,2,80.32,1,v West Indies,Melbourne,07/02/10
MJ Clarke (AUSTRALIA),18,41,30,0,0,60,1,v West Indies,Melbourne,07/02/10
CL White (AUSTRALIA),22,44,35,1,0,62.85,1,v West Indies,Melbourne,07/02/10
MEK Hussey (AUSTRALIA),28,48,25,2,0,112,1,v West Indies,Melbourne,07/02/10
BJ Haddin (AUSTRALIA),8,16,14,0,0,57.14,1,v West Indies,Melbourne,07/02/10
SR Watson (AUSTRALIA),53,65,50,7,2,106,2,v West Indies,Adelaide,09/02/10
SE Marsh (AUSTRALIA),27,37,27,3,1,100,2,v West Indies,Adelaide,09/02/10
RT Ponting (AUSTRALIA),57*,70,55,8,2,103.63,2,v West Indies,Adelaide,09/02/10
MJ Clarke (AUSTRALIA),27*,41,28,3,0,96.42,2,v West Indies,Adelaide,09/02/10
CL White (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v West Indies,Adelaide,09/02/10
MEK Hussey (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v West Indies,Adelaide,09/02/10
BJ Haddin (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v West Indies,Adelaide,09/02/10
TD Paine (AUSTRALIA),16,-0,31,3,0,51.61,1,v West Indies,Sydney,12/02/10
AC Voges (AUSTRALIA),8,-0,15,1,0,53.33,1,v West Indies,Sydney,12/02/10
RT Ponting (AUSTRALIA),22,-0,36,2,0,61.11,1,v West Indies,Sydney,12/02/10
MJ Clarke (AUSTRALIA),46,-0,74,1,0,62.16,1,v West Indies,Sydney,12/02/10
CL White (AUSTRALIA),17,-0,41,1,0,41.46,1,v West Indies,Sydney,12/02/10
MEK Hussey (AUSTRALIA),44,-0,53,2,0,83.01,1,v West Indies,Sydney,12/02/10
JR Hopes (AUSTRALIA),30,-0,34,3,0,88.23,1,v West Indies,Sydney,12/02/10
SR Watson (AUSTRALIA),26,24,22,3,1,118.18,1,v West Indies,Brisbane,14/02/10
TD Paine (AUSTRALIA),24,60,36,2,0,66.66,1,v West Indies,Brisbane,14/02/10
RT Ponting (AUSTRALIA),106,148,112,6,2,94.64,1,v West Indies,Brisbane,14/02/10
CL White (AUSTRALIA),63,92,78,2,1,80.76,1,v West Indies,Brisbane,14/02/10
AC Voges (AUSTRALIA),16,15,10,1,1,160,1,v West Indies,Brisbane,14/02/10
MEK Hussey (AUSTRALIA),23,27,17,1,1,135.29,1,v West Indies,Brisbane,14/02/10
JR Hopes (AUSTRALIA),42,32,21,6,0,200,1,v West Indies,Brisbane,14/02/10
SR Watson (AUSTRALIA),51,-0,51,3,3,100,1,v West Indies,Melbourne,19/02/10
BJ Haddin (AUSTRALIA),32,-0,42,1,2,76.19,1,v West Indies,Melbourne,19/02/10
RT Ponting (AUSTRALIA),61,-0,55,3,1,110.9,1,v West Indies,Melbourne,19/02/10
MJ Clarke (AUSTRALIA),47,-0,58,0,1,81.03,1,v West Indies,Melbourne,19/02/10
CL White (AUSTRALIA),22,-0,33,1,0,66.66,1,v West Indies,Melbourne,19/02/10
AC Voges (AUSTRALIA),45*,-0,36,3,1,125,1,v West Indies,Melbourne,19/02/10
JR Hopes (AUSTRALIA),57*,-0,26,10,0,219.23,1,v West Indies,Melbourne,19/02/10
V Sehwag (INDIA),46,-0,37,6,2,124.32,1,v South Africa,Jaipur,21/02/10
SR Tendulkar (INDIA),4,-0,5,1,0,80,1,v South Africa,Jaipur,21/02/10
KD Karthik (INDIA),44,-0,56,5,1,78.57,1,v South Africa,Jaipur,21/02/10
MS Dhoni (INDIA),26,-0,29,2,0,89.65,1,v South Africa,Jaipur,21/02/10
V Kohli (INDIA),31,-0,46,1,0,67.39,1,v South Africa,Jaipur,21/02/10
SK Raina (INDIA),58,-0,63,6,1,92.06,1,v South Africa,Jaipur,21/02/10
YK Pathan (INDIA),18,-0,13,2,1,138.46,1,v South Africa,Jaipur,21/02/10
V Sehwag (INDIA),9,15,11,1,0,81.81,1,v South Africa,Gwalior,24/02/10
SR Tendulkar (INDIA),200*,226,147,25,3,136.05,1,v South Africa,Gwalior,24/02/10
KD Karthik (INDIA),79,124,85,4,3,92.94,1,v South Africa,Gwalior,24/02/10
YK Pathan (INDIA),36,47,23,4,2,156.52,1,v South Africa,Gwalior,24/02/10
MS Dhoni (INDIA),68*,37,35,7,4,194.28,1,v South Africa,Gwalior,24/02/10
V Kohli (INDIA),DNB,-0,-0,-0,-0,-0,1,v South Africa,Gwalior,24/02/10
SK Raina (INDIA),DNB,-0,-0,-0,-0,-0,1,v South Africa,Gwalior,24/02/10
KD Karthik (INDIA),11,-0,11,2,0,100,2,v South Africa,Ahmedabad,27/02/10
M Vijay (INDIA),25,-0,16,5,0,156.25,2,v South Africa,Ahmedabad,27/02/10
V Kohli (INDIA),57,-0,71,4,1,80.28,2,v South Africa,Ahmedabad,27/02/10
RG Sharma (INDIA),48,-0,61,3,0,78.68,2,v South Africa,Ahmedabad,27/02/10
MS Dhoni (INDIA),9,-0,7,0,1,128.57,2,v South Africa,Ahmedabad,27/02/10
SK Raina (INDIA),49,-0,30,5,1,163.33,2,v South Africa,Ahmedabad,27/02/10
YK Pathan (INDIA),5,-0,8,0,0,62.5,2,v South Africa,Ahmedabad,27/02/10
SR Watson (AUSTRALIA),45,37,31,7,1,145.16,1,v New Zealand,Napier,03/03/10
BJ Haddin (AUSTRALIA),12,25,16,2,0,75,1,v New Zealand,Napier,03/03/10
RT Ponting (AUSTRALIA),44,87,56,4,0,78.57,1,v New Zealand,Napier,03/03/10
MJ Clarke (AUSTRALIA),22,41,31,3,0,70.96,1,v New Zealand,Napier,03/03/10
CL White (AUSTRALIA),33,74,49,3,0,67.34,1,v New Zealand,Napier,03/03/10
MEK Hussey (AUSTRALIA),59,101,59,4,0,100,1,v New Zealand,Napier,03/03/10
JR Hopes (AUSTRALIA),33,54,42,2,0,78.57,1,v New Zealand,Napier,03/03/10
SR Watson (AUSTRALIA),47,56,48,7,1,97.91,1,v New Zealand,Auckland,06/03/10
BJ Haddin (AUSTRALIA),53,94,62,3,3,85.48,1,v New Zealand,Auckland,06/03/10
RT Ponting (AUSTRALIA),1,7,4,0,0,25,1,v New Zealand,Auckland,06/03/10
MJ Clarke (AUSTRALIA),11,35,26,1,0,42.3,1,v New Zealand,Auckland,06/03/10
CL White (AUSTRALIA),54,82,60,1,3,90,1,v New Zealand,Auckland,06/03/10
MEK Hussey (AUSTRALIA),56,91,63,4,1,88.88,1,v New Zealand,Auckland,06/03/10
JR Hopes (AUSTRALIA),29,34,24,3,0,120.83,1,v New Zealand,Auckland,06/03/10
SR Watson (AUSTRALIA),15,32,22,3,0,68.18,2,v New Zealand,Hamilton,09/03/10
BJ Haddin (AUSTRALIA),110,176,121,7,5,90.9,2,v New Zealand,Hamilton,09/03/10
RT Ponting (AUSTRALIA),69,100,71,9,0,97.18,2,v New Zealand,Hamilton,09/03/10
MEK Hussey (AUSTRALIA),9,15,15,0,1,60,2,v New Zealand,Hamilton,09/03/10
CL White (AUSTRALIA),25*,48,36,3,0,69.44,2,v New Zealand,Hamilton,09/03/10
AC Voges (AUSTRALIA),13*,21,20,1,0,65,2,v New Zealand,Hamilton,09/03/10
RJ Harris (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v New Zealand,Hamilton,09/03/10
SR Watson (AUSTRALIA),32,54,41,6,0,78.04,2,v New Zealand,Auckland,11/03/10
BJ Haddin (AUSTRALIA),0,2,1,0,0,0,2,v New Zealand,Auckland,11/03/10
RT Ponting (AUSTRALIA),50,60,35,8,1,142.85,2,v New Zealand,Auckland,11/03/10
CL White (AUSTRALIA),50*,83,57,5,1,87.71,2,v New Zealand,Auckland,11/03/10
AC Voges (AUSTRALIA),34,47,36,3,1,94.44,2,v New Zealand,Auckland,11/03/10
MEK Hussey (AUSTRALIA),28*,26,17,3,0,164.7,2,v New Zealand,Auckland,11/03/10
JR Hopes (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v New Zealand,Auckland,11/03/10
SR Watson (AUSTRALIA),53,109,79,4,0,67.08,2,v New Zealand,Wellington,13/03/10
BJ Haddin (AUSTRALIA),17,27,21,3,0,80.95,2,v New Zealand,Wellington,13/03/10
RT Ponting (AUSTRALIA),0,1,1,0,0,0,2,v New Zealand,Wellington,13/03/10
CL White (AUSTRALIA),6,26,21,1,0,28.57,2,v New Zealand,Wellington,13/03/10
AC Voges (AUSTRALIA),5,30,17,0,0,29.41,2,v New Zealand,Wellington,13/03/10
MEK Hussey (AUSTRALIA),46,71,55,5,0,83.63,2,v New Zealand,Wellington,13/03/10
JR Hopes (AUSTRALIA),40,80,56,2,0,71.42,2,v New Zealand,Wellington,13/03/10
KD Karthik (INDIA),22,54,39,2,0,56.41,1,v Zimbabwe,Bulawayo,28/05/10
M Vijay (INDIA),11,40,24,1,0,45.83,1,v Zimbabwe,Bulawayo,28/05/10
V Kohli (INDIA),0,3,0,0,0,-0,1,v Zimbabwe,Bulawayo,28/05/10
RG Sharma (INDIA),114,135,119,6,4,95.79,1,v Zimbabwe,Bulawayo,28/05/10
SK Raina (INDIA),37,56,53,2,0,69.81,1,v Zimbabwe,Bulawayo,28/05/10
RA Jadeja (INDIA),61*,79,61,5,0,100,1,v Zimbabwe,Bulawayo,28/05/10
YK Pathan (INDIA),11*,10,5,1,1,220,1,v Zimbabwe,Bulawayo,28/05/10
KD Karthik (INDIA),18,47,26,3,0,69.23,2,v Sri Lanka,Bulawayo,30/05/10
M Vijay (INDIA),14,31,20,1,0,70,2,v Sri Lanka,Bulawayo,30/05/10
V Kohli (INDIA),82,125,92,4,0,89.13,2,v Sri Lanka,Bulawayo,30/05/10
RG Sharma (INDIA),101*,126,100,6,2,101,2,v Sri Lanka,Bulawayo,30/05/10
SK Raina (INDIA),24*,26,23,3,0,104.34,2,v Sri Lanka,Bulawayo,30/05/10
YK Pathan (INDIA),DNB,-0,-0,-0,-0,-0,2,v Sri Lanka,Bulawayo,30/05/10
RA Jadeja (INDIA),DNB,-0,-0,-0,-0,-0,2,v Sri Lanka,Bulawayo,30/05/10
KD Karthik (INDIA),33,66,47,4,0,70.21,1,v Zimbabwe,Harare,03/06/10
M Vijay (INDIA),21,74,56,0,0,37.5,1,v Zimbabwe,Harare,03/06/10
V Kohli (INDIA),18,28,29,1,0,62.06,1,v Zimbabwe,Harare,03/06/10
RG Sharma (INDIA),13,34,25,0,0,52,1,v Zimbabwe,Harare,03/06/10
SK Raina (INDIA),3,8,5,0,0,60,1,v Zimbabwe,Harare,03/06/10
RA Jadeja (INDIA),51,100,72,3,2,70.83,1,v Zimbabwe,Harare,03/06/10
YK Pathan (INDIA),15,38,25,0,1,60,1,v Zimbabwe,Harare,03/06/10
KD Karthik (INDIA),27,42,34,5,0,79.41,1,v Sri Lanka,Harare,05/06/10
NV Ojha (INDIA),1,13,7,0,0,14.28,1,v Sri Lanka,Harare,05/06/10
V Kohli (INDIA),68,123,95,5,0,71.57,1,v Sri Lanka,Harare,05/06/10
YK Pathan (INDIA),44,63,41,6,1,107.31,1,v Sri Lanka,Harare,05/06/10
RG Sharma (INDIA),32,43,40,1,0,80,1,v Sri Lanka,Harare,05/06/10
SK Raina (INDIA),19,28,18,2,0,105.55,1,v Sri Lanka,Harare,05/06/10
RA Jadeja (INDIA),19,77,26,0,1,73.07,1,v Sri Lanka,Harare,05/06/10
G Gambhir (INDIA),82,129,101,6,0,81.18,2,v Bangladesh,Dambulla,16/06/10
V Sehwag (INDIA),11,29,14,2,0,78.57,2,v Bangladesh,Dambulla,16/06/10
V Kohli (INDIA),11,35,22,0,0,50,2,v Bangladesh,Dambulla,16/06/10
RG Sharma (INDIA),0,1,1,0,0,0,2,v Bangladesh,Dambulla,16/06/10
MS Dhoni (INDIA),38*,63,45,3,1,84.44,2,v Bangladesh,Dambulla,16/06/10
SK Raina (INDIA),1*,4,1,0,0,100,2,v Bangladesh,Dambulla,16/06/10
RA Jadeja (INDIA),DNB,-0,-0,-0,-0,-0,2,v Bangladesh,Dambulla,16/06/10
SR Watson (AUSTRALIA),13,18,15,0,1,86.66,1,v Ireland,Dublin,17/06/10
TD Paine (AUSTRALIA),81,164,122,5,2,66.39,1,v Ireland,Dublin,17/06/10
RT Ponting (AUSTRALIA),33,63,54,5,0,61.11,1,v Ireland,Dublin,17/06/10
MJ Clarke (AUSTRALIA),0,5,5,0,0,0,1,v Ireland,Dublin,17/06/10
CL White (AUSTRALIA),42,46,54,4,0,77.77,1,v Ireland,Dublin,17/06/10
MEK Hussey (AUSTRALIA),8,31,17,0,0,47.05,1,v Ireland,Dublin,17/06/10
JR Hopes (AUSTRALIA),12,22,12,1,0,100,1,v Ireland,Dublin,17/06/10
G Gambhir (INDIA),83,139,97,6,1,85.56,2,v Pakistan,Dambulla,19/06/10
V Sehwag (INDIA),10,41,32,1,0,31.25,2,v Pakistan,Dambulla,19/06/10
V Kohli (INDIA),18,31,27,1,0,66.66,2,v Pakistan,Dambulla,19/06/10
MS Dhoni (INDIA),56,91,71,2,1,78.87,2,v Pakistan,Dambulla,19/06/10
RG Sharma (INDIA),22,20,24,2,0,91.66,2,v Pakistan,Dambulla,19/06/10
SK Raina (INDIA),34,47,27,2,2,125.92,2,v Pakistan,Dambulla,19/06/10
RA Jadeja (INDIA),6,13,9,0,0,66.66,2,v Pakistan,Dambulla,19/06/10
G Gambhir (INDIA),23,52,31,3,0,74.19,1,v Sri Lanka,Dambulla,22/06/10
KD Karthik (INDIA),40,71,43,6,0,93.02,1,v Sri Lanka,Dambulla,22/06/10
V Kohli (INDIA),10,13,14,1,0,71.42,1,v Sri Lanka,Dambulla,22/06/10
RG Sharma (INDIA),69,118,73,7,0,94.52,1,v Sri Lanka,Dambulla,22/06/10
SK Raina (INDIA),18,24,23,0,1,78.26,1,v Sri Lanka,Dambulla,22/06/10
MS Dhoni (INDIA),41,59,53,6,0,77.35,1,v Sri Lanka,Dambulla,22/06/10
RA Jadeja (INDIA),0,1,1,0,0,0,1,v Sri Lanka,Dambulla,22/06/10
SR Watson (AUSTRALIA),32,33,26,6,0,123.07,1,v England,Southampton,22/06/10
TD Paine (AUSTRALIA),26,55,43,3,0,60.46,1,v England,Southampton,22/06/10
RT Ponting (AUSTRALIA),21,39,23,3,0,91.3,1,v England,Southampton,22/06/10
MJ Clarke (AUSTRALIA),87*,149,97,7,0,89.69,1,v England,Southampton,22/06/10
CL White (AUSTRALIA),10,10,19,1,0,52.63,1,v England,Southampton,22/06/10
MEK Hussey (AUSTRALIA),28,47,38,0,0,73.68,1,v England,Southampton,22/06/10
JR Hopes (AUSTRALIA),34,36,38,3,0,89.47,1,v England,Southampton,22/06/10
G Gambhir (INDIA),15,30,16,2,0,93.75,1,v Sri Lanka,Dambulla,24/06/10
KD Karthik (INDIA),66,126,84,9,0,78.57,1,v Sri Lanka,Dambulla,24/06/10
V Kohli (INDIA),28,57,34,4,0,82.35,1,v Sri Lanka,Dambulla,24/06/10
MS Dhoni (INDIA),38,51,50,2,1,76,1,v Sri Lanka,Dambulla,24/06/10
RG Sharma (INDIA),41,80,52,3,0,78.84,1,v Sri Lanka,Dambulla,24/06/10
SK Raina (INDIA),29,32,31,3,0,93.54,1,v Sri Lanka,Dambulla,24/06/10
RA Jadeja (INDIA),25*,48,27,1,0,92.59,1,v Sri Lanka,Dambulla,24/06/10
SR Watson (AUSTRALIA),57,94,59,8,0,96.61,1,v England,Cardiff,24/06/10
TD Paine (AUSTRALIA),16,40,29,3,0,55.17,1,v England,Cardiff,24/06/10
RT Ponting (AUSTRALIA),13,17,21,1,0,61.9,1,v England,Cardiff,24/06/10
MJ Clarke (AUSTRALIA),1,11,7,0,0,14.28,1,v England,Cardiff,24/06/10
CL White (AUSTRALIA),86*,135,98,7,2,87.75,1,v England,Cardiff,24/06/10
MEK Hussey (AUSTRALIA),14,25,27,1,0,51.85,1,v England,Cardiff,24/06/10
SPD Smith (AUSTRALIA),41,63,53,3,0,77.35,1,v England,Cardiff,24/06/10
SR Watson (AUSTRALIA),61,107,76,5,2,80.26,1,v England,Manchester,27/06/10
TD Paine (AUSTRALIA),44,57,48,9,0,91.66,1,v England,Manchester,27/06/10
RT Ponting (AUSTRALIA),3,17,16,0,0,18.75,1,v England,Manchester,27/06/10
MJ Clarke (AUSTRALIA),33,73,54,0,0,61.11,1,v England,Manchester,27/06/10
CL White (AUSTRALIA),12,23,23,2,0,52.17,1,v England,Manchester,27/06/10
MEK Hussey (AUSTRALIA),21,25,21,3,0,100,1,v England,Manchester,27/06/10
SPD Smith (AUSTRALIA),20,30,21,1,0,95.23,1,v England,Manchester,27/06/10
SR Watson (AUSTRALIA),41,65,54,5,1,75.92,1,v England,The Oval,30/06/10
TD Paine (AUSTRALIA),8,36,22,1,0,36.36,1,v England,The Oval,30/06/10
RT Ponting (AUSTRALIA),92,130,93,10,0,98.92,1,v England,The Oval,30/06/10
MJ Clarke (AUSTRALIA),99*,144,106,7,0,93.39,1,v England,The Oval,30/06/10
CL White (AUSTRALIA),17,24,16,1,0,106.25,1,v England,The Oval,30/06/10
MEK Hussey (AUSTRALIA),1,1,1,0,0,100,1,v England,The Oval,30/06/10
SPD Smith (AUSTRALIA),18*,7,8,4,0,225,1,v England,The Oval,30/06/10
SR Watson (AUSTRALIA),14,34,26,3,0,53.84,1,v England,Lord's,03/07/10
TD Paine (AUSTRALIA),54,118,90,4,0,60,1,v England,Lord's,03/07/10
RT Ponting (AUSTRALIA),15,30,27,3,0,55.55,1,v England,Lord's,03/07/10
CL White (AUSTRALIA),20,40,31,2,0,64.51,1,v England,Lord's,03/07/10
SE Marsh (AUSTRALIA),59,74,50,4,3,118,1,v England,Lord's,03/07/10
MEK Hussey (AUSTRALIA),79,87,60,5,2,131.66,1,v England,Lord's,03/07/10
SPD Smith (AUSTRALIA),15,16,13,1,0,115.38,1,v England,Lord's,03/07/10
KD Karthik (INDIA),14,33,20,2,0,70,2,v New Zealand,Dambulla,10/08/10
V Sehwag (INDIA),19,31,23,3,0,82.6,2,v New Zealand,Dambulla,10/08/10
RG Sharma (INDIA),4,13,11,0,0,36.36,2,v New Zealand,Dambulla,10/08/10
Yuvraj Singh (INDIA),5,50,25,1,0,20,2,v New Zealand,Dambulla,10/08/10
SK Raina (INDIA),6,11,6,1,0,100,2,v New Zealand,Dambulla,10/08/10
MS Dhoni (INDIA),2,14,9,0,0,22.22,2,v New Zealand,Dambulla,10/08/10
RA Jadeja (INDIA),20,60,44,2,0,45.45,2,v New Zealand,Dambulla,10/08/10
KD Karthik (INDIA),10,41,35,0,0,28.57,2,v Sri Lanka,Dambulla,16/08/10
V Sehwag (INDIA),99*,165,100,11,2,99,2,v Sri Lanka,Dambulla,16/08/10
V Kohli (INDIA),0,5,3,0,0,0,2,v Sri Lanka,Dambulla,16/08/10
RG Sharma (INDIA),0,3,2,0,0,0,2,v Sri Lanka,Dambulla,16/08/10
SK Raina (INDIA),21,56,35,2,0,60,2,v Sri Lanka,Dambulla,16/08/10
MS Dhoni (INDIA),23*,56,38,2,0,60.52,2,v Sri Lanka,Dambulla,16/08/10
RA Jadeja (INDIA),DNB,-0,-0,-0,-0,-0,2,v Sri Lanka,Dambulla,16/08/10
KD Karthik (INDIA),9,-0,25,0,0,36,1,v Sri Lanka,Dambulla,22/08/10
V Sehwag (INDIA),12,-0,12,2,0,100,1,v Sri Lanka,Dambulla,22/08/10
RG Sharma (INDIA),11,-0,21,2,0,52.38,1,v Sri Lanka,Dambulla,22/08/10
Yuvraj Singh (INDIA),38,-0,64,5,1,59.37,1,v Sri Lanka,Dambulla,22/08/10
SK Raina (INDIA),8,-0,16,1,0,50,1,v Sri Lanka,Dambulla,22/08/10
MS Dhoni (INDIA),10,-0,16,2,0,62.5,1,v Sri Lanka,Dambulla,22/08/10
RA Jadeja (INDIA),0,-0,9,0,0,0,1,v Sri Lanka,Dambulla,22/08/10
KD Karthik (INDIA),0,2,3,0,0,0,1,v New Zealand,Dambulla,25/08/10
V Sehwag (INDIA),110,136,93,16,1,118.27,1,v New Zealand,Dambulla,25/08/10
V Kohli (INDIA),8,22,16,1,0,50,1,v New Zealand,Dambulla,25/08/10
Yuvraj Singh (INDIA),6,29,19,1,0,31.57,1,v New Zealand,Dambulla,25/08/10
SK Raina (INDIA),1,7,3,0,0,33.33,1,v New Zealand,Dambulla,25/08/10
MS Dhoni (INDIA),38,96,75,3,0,50.66,1,v New Zealand,Dambulla,25/08/10
RA Jadeja (INDIA),17,27,26,3,0,65.38,1,v New Zealand,Dambulla,25/08/10
V Sehwag (INDIA),28,30,22,6,0,127.27,2,v Sri Lanka,Dambulla,28/08/10
KD Karthik (INDIA),0,3,2,0,0,0,2,v Sri Lanka,Dambulla,28/08/10
V Kohli (INDIA),37,98,57,5,0,64.91,2,v Sri Lanka,Dambulla,28/08/10
Yuvraj Singh (INDIA),26,46,31,4,0,83.87,2,v Sri Lanka,Dambulla,28/08/10
MS Dhoni (INDIA),67,140,100,5,1,67,2,v Sri Lanka,Dambulla,28/08/10
SK Raina (INDIA),29,37,28,1,2,103.57,2,v Sri Lanka,Dambulla,28/08/10
RG Sharma (INDIA),5,16,9,0,0,55.55,2,v Sri Lanka,Dambulla,28/08/10
SE Marsh (AUSTRALIA),0,15,11,0,0,0,1,v India,Visakhapatnam,20/10/10
TD Paine (AUSTRALIA),9,34,24,1,0,37.5,1,v India,Visakhapatnam,20/10/10
MJ Clarke (AUSTRALIA),111*,203,139,7,1,79.85,1,v India,Visakhapatnam,20/10/10
MEK Hussey (AUSTRALIA),69,121,77,7,0,89.61,1,v India,Visakhapatnam,20/10/10
CL White (AUSTRALIA),89*,62,49,6,6,181.63,1,v India,Visakhapatnam,20/10/10
JR Hopes (AUSTRALIA),DNB,-0,-0,-0,-0,-0,1,v India,Visakhapatnam,20/10/10
SPD Smith (AUSTRALIA),DNB,-0,-0,-0,-0,-0,1,v India,Visakhapatnam,20/10/10
S Dhawan (INDIA),0,1,2,0,0,0,2,v Australia,Visakhapatnam,20/10/10
M Vijay (INDIA),15,36,18,3,0,83.33,2,v Australia,Visakhapatnam,20/10/10
V Kohli (INDIA),118,193,121,11,1,97.52,2,v Australia,Visakhapatnam,20/10/10
Yuvraj Singh (INDIA),58,108,87,5,0,66.66,2,v Australia,Visakhapatnam,20/10/10
SK Raina (INDIA),71*,76,47,9,1,151.06,2,v Australia,Visakhapatnam,20/10/10
MS Dhoni (INDIA),0,3,1,0,0,0,2,v Australia,Visakhapatnam,20/10/10
SS Tiwary (INDIA),12*,22,17,2,0,70.58,2,v Australia,Visakhapatnam,20/10/10
SR Watson (AUSTRALIA),10,28,20,0,0,50,1,v Sri Lanka,Melbourne,03/11/10
BJ Haddin (AUSTRALIA),49,80,55,8,0,89.09,1,v Sri Lanka,Melbourne,03/11/10
MJ Clarke (AUSTRALIA),27,41,31,3,0,87.09,1,v Sri Lanka,Melbourne,03/11/10
MEK Hussey (AUSTRALIA),71*,144,91,1,0,78.02,1,v Sri Lanka,Melbourne,03/11/10
CL White (AUSTRALIA),0,1,1,0,0,0,1,v Sri Lanka,Melbourne,03/11/10
SE Marsh (AUSTRALIA),31,57,53,0,0,58.49,1,v Sri Lanka,Melbourne,03/11/10
SPD Smith (AUSTRALIA),12,19,15,1,0,80,1,v Sri Lanka,Melbourne,03/11/10
SR Watson (AUSTRALIA),40,70,44,2,1,90.9,2,v Sri Lanka,Sydney,05/11/10
BJ Haddin (AUSTRALIA),1,5,3,0,0,33.33,2,v Sri Lanka,Sydney,05/11/10
RT Ponting (AUSTRALIA),10,25,16,2,0,62.5,2,v Sri Lanka,Sydney,05/11/10
MJ Clarke (AUSTRALIA),25,44,30,1,1,83.33,2,v Sri Lanka,Sydney,05/11/10
CL White (AUSTRALIA),35,71,43,0,0,81.39,2,v Sri Lanka,Sydney,05/11/10
MEK Hussey (AUSTRALIA),15,24,19,1,0,78.94,2,v Sri Lanka,Sydney,05/11/10
SPD Smith (AUSTRALIA),33,65,37,1,0,89.18,2,v Sri Lanka,Sydney,05/11/10
SR Watson (AUSTRALIA),15,28,14,1,0,107.14,2,v Sri Lanka,Brisbane,07/11/10
BJ Haddin (AUSTRALIA),31,74,44,3,0,70.45,2,v Sri Lanka,Brisbane,07/11/10
MJ Clarke (AUSTRALIA),50*,79,51,6,1,98.03,2,v Sri Lanka,Brisbane,07/11/10
MEK Hussey (AUSTRALIA),6*,36,26,0,0,23.07,2,v Sri Lanka,Brisbane,07/11/10
SPD Smith (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v Sri Lanka,Brisbane,07/11/10
CL White (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v Sri Lanka,Brisbane,07/11/10
CJ Ferguson (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v Sri Lanka,Brisbane,07/11/10
M Vijay (INDIA),29,36,32,5,0,90.62,1,v New Zealand,Guwahati,28/11/10
G Gambhir (INDIA),38,78,38,6,0,100,1,v New Zealand,Guwahati,28/11/10
V Kohli (INDIA),105,162,104,10,0,100.96,1,v New Zealand,Guwahati,28/11/10
Yuvraj Singh (INDIA),42,77,64,7,0,65.62,1,v New Zealand,Guwahati,28/11/10
SK Raina (INDIA),13,26,18,1,0,72.22,1,v New Zealand,Guwahati,28/11/10
YK Pathan (INDIA),29,42,19,3,1,152.63,1,v New Zealand,Guwahati,28/11/10
WP Saha (INDIA),4,5,5,0,0,80,1,v New Zealand,Guwahati,28/11/10
M Vijay (INDIA),33,66,58,2,0,56.89,2,v New Zealand,Jaipur,01/12/10
G Gambhir (INDIA),138*,171,116,18,0,118.96,2,v New Zealand,Jaipur,01/12/10
V Kohli (INDIA),64,78,73,8,0,87.67,2,v New Zealand,Jaipur,01/12/10
Yuvraj Singh (INDIA),16*,25,11,1,1,145.45,2,v New Zealand,Jaipur,01/12/10
YK Pathan (INDIA),DNB,-0,-0,-0,-0,-0,2,v New Zealand,Jaipur,01/12/10
SK Raina (INDIA),DNB,-0,-0,-0,-0,-0,2,v New Zealand,Jaipur,01/12/10
WP Saha (INDIA),DNB,-0,-0,-0,-0,-0,2,v New Zealand,Jaipur,01/12/10
M Vijay (INDIA),30,80,50,3,1,60,2,v New Zealand,Vadodara,04/12/10
G Gambhir (INDIA),126*,164,117,16,0,107.69,2,v New Zealand,Vadodara,04/12/10
V Kohli (INDIA),63*,83,70,6,2,90,2,v New Zealand,Vadodara,04/12/10
RA Jadeja (INDIA),DNB,-0,-0,-0,-0,-0,2,v New Zealand,Vadodara,04/12/10
WP Saha (INDIA),DNB,-0,-0,-0,-0,-0,2,v New Zealand,Vadodara,04/12/10
YK Pathan (INDIA),DNB,-0,-0,-0,-0,-0,2,v New Zealand,Vadodara,04/12/10
Yuvraj Singh (INDIA),DNB,-0,-0,-0,-0,-0,2,v New Zealand,Vadodara,04/12/10
G Gambhir (INDIA),27,41,24,4,0,112.5,2,v New Zealand,Bengaluru,07/12/10
PA Patel (INDIA),53,87,57,8,0,92.98,2,v New Zealand,Bengaluru,07/12/10
V Kohli (INDIA),0,3,2,0,0,0,2,v New Zealand,Bengaluru,07/12/10
Yuvraj Singh (INDIA),20,38,28,1,1,71.42,2,v New Zealand,Bengaluru,07/12/10
RG Sharma (INDIA),44,56,48,4,1,91.66,2,v New Zealand,Bengaluru,07/12/10
YK Pathan (INDIA),123*,128,96,7,7,128.12,2,v New Zealand,Bengaluru,07/12/10
SS Tiwary (INDIA),37*,77,39,3,1,94.87,2,v New Zealand,Bengaluru,07/12/10
